site,ID,date,barr burden,barr prev
SRSP,FCTH5,1,27,1
SRSP,FCTH5,1,42,1
SRSP,FCTH5,1,44,1
SRSP,FCTH5,1,32,1
SRSP,FCTH5,1,31,1
SRSP,FCTH5,2,21,1
SRSP,FCTH5,2,82,1
SRSP,FCTH5,2,2,1
SRSP,FCTH5,2,4,1
SRSP,FCTH5,2,23,1
SRSP,FCTH5,2,11,1
SRSP,FCTH5,2,9,1
SRSP,FCTH5,2,9,1
SRSP,FCTH5,2,11,1
SRSP,FCTH5,2,67,1
SRSP,FCTH5,3,92,1
SRSP,FCTH5,3,180,1
SRSP,FCTH5,3,200,1
SRSP,FCTH5,3,51,1
SRSP,FCTH5,3,75,1
SRSP,FCTH5,3,33,1
SRSP,FCTH5,3,26,1
SRSP,FCTH5,3,83,1
SRSP,FCTH5,3,81,1
SRSP,FCTH5,3,97,1
SRSP,FCTH5,4,160,1
SRSP,FCTH5,4,210,1
SRSP,FCTH5,4,213,1
SRSP,FCTH5,4,146,1
SRSP,FCTH5,4,188,1
SRSP,FCTH5,4,111,1
SRSP,FCTH5,4,121,1
SRSP,FCTH5,4,161,1
SRSP,FCTH5,4,123,1
SRSP,FCTH5,4,41,1
SRSP,FCTH5,5,95,1
SRSP,FCTH5,5,170,1
SRSP,FCTH5,5,135,1
SRSP,FCTH5,5,157,1
SRSP,FCTH5,5,101,1
SRSP,FCTH5,5,65,1
SRSP,FCTH5,5,162,1
SRSP,FCTH5,5,127,1
SRSP,FCTH5,5,170,1
SRSP,FCTH5,5,133,1
SRSP,FCTH5,6,96,1
SRSP,FCTH5,6,86,1
SRSP,FCTH5,6,198,1
SRSP,FCTH5,6,199,1
SRSP,FCTH5,6,175,1
SRSP,FCTH5,6,159,1
SRSP,FCTH5,6,175,1
SRSP,FCTH5,6,132,1
SRSP,FCTH5,6,200,1
SRSP,FCTH5,6,152,1
SRSP,FCTH5,7,194,1
SRSP,FCTH5,7,156,1
SRSP,FCTH5,7,139,1
SRSP,FCTH5,7,66,1
SRSP,FCTH5,7,107,1
SRSP,FCTH5,7,125,1
SRSP,FCTH5,7,290,1
SRSP,FCTH5,7,213,1
SRSP,FCTH5,7,131,1
SRSP,FCTH5,7,79,1
SRSP,FCTH5,8,190,1
SRSP,FCTH5,8,59,1
SRSP,FCTH5,8,172,1
SRSP,FCTH5,8,215,1
SRSP,FCTH5,8,259,1
SRSP,FCTH5,8,81,1
SRSP,FCTH5,8,58,1
SRSP,FCBUC,4,60,1
SRSP,FCBUC,4,28,1
SRSP,FCBUC,4,47,1
SRSP,FCBUC,4,2,1
SRSP,FCBUC,4,4,1
SRSP,FCBUC,4,50,1
SRSP,FCBUC,5,0,0
SRSP,FCBUC,5,0,0
SRSP,FCBUC,5,13,1
SRSP,FCBUC,5,30,1
SRSP,FCBUC,5,41,1
SRSP,FCBUC,5,8,1
SRSP,FCBUC,5,5,1
SRSP,FCBUC,5,59,1
SRSP,FCBUC,5,9,1
SRSP,FCBUC,6,41,1
SRSP,FCBUC,6,15,1
SRSP,FCBUC,6,14,1
SRSP,FCBUC,6,3,1
SRSP,FCBUC,6,46,1
SRSP,FCBUC,6,9,1
SRSP,FCBUC,6,24,1
SRSP,FCBUC,6,33,1
SRSP,FCBUC,6,30,1
SRSP,FCBUC,6,1,1
SRSP,FCBUC,8,15,1
SRSP,FCBUC,8,34,1
SRSP,FCBUC,8,23,1
SRSP,FCBUC,8,4,1
SRSP,FCBUC,8,27,1
SRSP,FCBUC,8,73,1
SRSP,FCBUC,8,28,1
SRSP,FCBUC,9,60,1
SRSP,FCBUC,9,51,1
SRSP,FCBUC,9,13,1
SRSP,FCBUC,9,0,0
SRSP,FCBUC,9,10,1
SRSP,FCBUC,9,81,1
SRSP,FCBUC,9,11,1
SRSP,FCBUC,9,70,1
SRSP,SRSPHorse,1,14,1
SRSP,SRSPHorse,1,53,1
SRSP,SRSPHorse,1,9,1
SRSP,SRSPHorse,1,10,1
SRSP,SRSPHorse,1,14,1
SRSP,SRSPHorse,1,40,1
SRSP,SRSPHorse,1,13,1
SRSP,SRSPHorse,1,24,1
SRSP,SRSPHorse,1,50,1
SRSP,SRSPHorse,1,38,1
SRSP,SRSPHorse,2,1,1
SRSP,SRSPHorse,2,0,0
SRSP,SRSPHorse,2,0,0
SRSP,SRSPHorse,2,0,0
SRSP,SRSPHorse,2,0,0
SRSP,SRSPHorse,2,2,1
SRSP,SRSPHorse,2,1,1
SRSP,SRSPHorse,2,0,0
SRSP,SRSPHorse,2,0,0
SRSP,SRSPHorse,2,0,0
SRSP,SRSPHorse,3,0,0
SRSP,SRSPHorse,3,0,0
SRSP,SRSPHorse,3,43,1
SRSP,SRSPHorse,3,23,1
SRSP,SRSPHorse,3,13,1
SRSP,SRSPHorse,3,37,1
SRSP,SRSPHorse,3,15,1
SRSP,SRSPHorse,3,24,1
SRSP,SRSPHorse,3,42,1
SRSP,SRSPHorse,3,26,1
SRSP,SRSPHorse,4,8,1
SRSP,SRSPHorse,4,16,1
SRSP,SRSPHorse,4,16,1
SRSP,SRSPHorse,4,1,1
SRSP,SRSPHorse,4,0,0
SRSP,SRSPHorse,4,30,1
SRSP,SRSPHorse,4,3,1
SRSP,SRSPHorse,4,0,0
SRSP,SRSPHorse,4,0,0
SRSP,SRSPHorse,4,14,1
SRSP,SRSPHorse,5,7,1
SRSP,SRSPHorse,5,41,1
SRSP,SRSPHorse,5,30,1
SRSP,SRSPHorse,5,29,1
SRSP,SRSPHorse,5,63,1
SRSP,SRSPHorse,5,34,1
SRSP,SRSPHorse,5,68,1
SRSP,SRSPHorse,5,1,1
SRSP,SRSPHorse,5,37,1
SRSP,SRSPHorse,5,75,1
SRSP,SRSPHorse,6,57,1
SRSP,SRSPHorse,6,39,1
SRSP,SRSPHorse,6,60,1
SRSP,SRSPHorse,6,22,1
SRSP,SRSPHorse,6,25,1
SRSP,SRSPHorse,6,32,1
SRSP,SRSPHorse,6,29,1
SRSP,SRSPHorse,6,56,1
SRSP,SRSPHorse,6,49,1
SRSP,SRSPHorse,6,19,1
SRSP,SRSPHorse,7,38,1
SRSP,SRSPHorse,7,25,1
SRSP,SRSPHorse,7,10,1
SRSP,SRSPHorse,7,20,1
SRSP,SRSPHorse,7,88,1
SRSP,SRSPHorse,8,6,1
SRSP,SRSPHorse,8,3,1
SRSP,SRSPHorse,8,0,0
SRSP,SRSPHorse,8,10,1
SRSP,SRSPHorse,8,1,1
SRSP,SRSPHorse,8,0,0
SRSP,SRSPHorse,8,5,1
SRSP,SRSPHorse,8,5,1
SRSP,SRSPOAKCIRCLE,2,0,0
SRSP,SRSPOAKCIRCLE,5,74,1
SRSP,SRSPOAKCIRCLE,5,14,1
SRSP,SRSPOAKCIRCLE,5,11,1
SRSP,SRSPOAKCIRCLE,5,20,1
SRSP,SRSPOAKCIRCLE,5,5,1
SRSP,SRSPOAKCIRCLE,5,0,0
SRSP,SRSPOAKCIRCLE,5,7,1
SRSP,SRSPOAKCIRCLE,5,30,1
SRSP,SRSPOAKCIRCLE,5,81,1
SRSP,SRSPOAKCIRCLE,5,38,1
SRSP,SRSPOAKCIRCLE,6,17,1
SRSP,SRSPOAKCIRCLE,6,8,1
SRSP,SRSPOAKCIRCLE,6,0,0
SRSP,SRSPOAKCIRCLE,6,175,1
SRSP,SRSPOAKCIRCLE,6,8,1
SRSP,SRSPOAKCIRCLE,6,61,1
SRSP,SRSPOAKCIRCLE,7,19,1
SRSP,SRSPOAKCIRCLE,7,44,1
SRSP,SRSPOAKCIRCLE,7,32,1
SRSP,SRSPOAKCIRCLE,7,13,1
SRSP,SRSPOAKCIRCLE,7,8,1
SRSP,SRSPOAKCIRCLE,7,0,0
SRSP,SRSPOAKCIRCLE,7,0,0
SRSP,SRSPOAKCIRCLE,7,45,1
SRSP,SRSPOAKCIRCLE,7,77,1
SRSP,SRSPOAKCIRCLE,7,1,1
SRSP,SRSPOAKCIRCLE,8,29,1
SRSP,SRSPOAKCIRCLE,8,0,0
SRSP,SRSPOAKCIRCLE,8,19,1
SRSP,SRSPOAKCIRCLE,8,58,1
SRSP,SRSPOAKCIRCLE,8,37,1
SRSP,SRSPOAKCIRCLE,8,57,1
SRSP,SRSPOAKCIRCLE,8,60,1
SRSP,SRSPOAKCIRCLE,8,61,1
SRSP,SRSPOAKCIRCLE,8,0,0
SRSP,SRSPOAKCIRCLE,8,30,1
SRSP,SRSPOAKCIRCLE,9,12,1
SRSP,SRSPOAKCIRCLE,9,65,1
SRSP,SRSPOAKCIRCLE,9,0,0
SRSP,SRSPOAKCIRCLE,9,12,1
SRSP,SRSPOAKCIRCLE,9,0,0
SRSP,SRSPOAKCIRCLE,9,34,1
SRSP,SRSPOAKCIRCLE,9,44,1
SRSP,SRSPOAKCIRCLE,9,43,1
SRSP,SRSPOAKRD,1,0,0
SRSP,SRSPOAKRD,1,1,1
SRSP,SRSPOAKRD,1,0,0
SRSP,SRSPOAKRD,1,2,1
SRSP,SRSPOAKRD,1,1,1
SRSP,SRSPOAKRD,1,0,0
SRSP,SRSPOAKRD,1,0,0
SRSP,SRSPOAKRD,1,0,0
SRSP,SRSPOAKRD,1,0,0
SRSP,SRSPOAKRD,1,0,0
SRSP,SRSPOAKRD,4,0,0
SRSP,SRSPOAKRD,4,2,1
SRSP,SRSPOAKRD,4,0,0
SRSP,SRSPOAKRD,4,0,0
SRSP,SRSPOAKRD,6,26,1
SRSP,SRSPOAKRD,6,13,1
SRSP,SRSPOAKRD,6,0,0
SRSP,SRSPOAKRD,6,7,1
SRSP,SRSPOAKRD,6,65,1
SRSP,SRSPOAKRD,8,0,0
SRSP,SRSPOAKRD,8,23,1
SRSP,SRSPOAKRD,8,1,1
SRSP,SRSPOAKRD,8,21,1
SRSP,SRSPOAKRD,8,20,1
SRSP,SRSPOAKRD,8,8,1
SRSP,SRSPOAKRD,8,0,0
SRSP,SRSPOAKRD,8,1,1
SRSP,SRSPOAKRD,8,30,1
SRSP,SRSPOAKRD,8,10,1
SRSP,SRSPOAKRD,9,9,1
SRSP,SRSPOAKRD,9,0,0
SRSP,SRSPOAKRD,9,11,1
SRSP,SRSPOAKRD,9,0,0
SRSP,SRSPOAKRD,9,8,1
SRSP,SRSPOAKRD,9,0,0
SRSP,SRSPOAKRD,9,0,0
SRSP,SRSPOAKRD,9,36,1
TRSP,TRSPBigLog,1,0,0
TRSP,TRSPBigLog,3,0,0
TRSP,TRSPBigLog,3,0,0
TRSP,TRSPBigLog,5,0,0
TRSP,TRSPBigLog,5,0,0
TRSP,TRSPBigLog,5,0,0
TRSP,TRSPBigLog,5,0,0
TRSP,TRSPBigLog,5,0,0
TRSP,TRSPBigLog,5,3,1
TRSP,TRSPBigLog,5,1,1
TRSP,TRSPBigLog,5,0,0
TRSP,TRSPBigLog,5,0,0
TRSP,TRSPBigLog,5,8,1
TRSP,TRSPBigLog,6,0,0
TRSP,TRSPBigLog,6,3,1
TRSP,TRSPBigLog,6,0,0
TRSP,TRSPBigLog,6,16,1
TRSP,TRSPBigLog,6,2,1
TRSP,TRSPBigLog,6,4,1
TRSP,TRSPBigLog,6,5,1
TRSP,TRSPBigLog,6,1,1
TRSP,TRSPBigLog,6,0,0
TRSP,TRSPBigLog,6,0,0
TRSP,TRSPBigLog,7,0,0
TRSP,TRSPBigLog,7,4,1
TRSP,TRSPBigLog,7,0,0
TRSP,TRSPBigLog,7,0,0
TRSP,TRSPBigLog,7,3,1
TRSP,TRSPBigLog,7,3,1
TRSP,TRSPBigLog,7,7,1
TRSP,TRSPBigLog,7,8,1
TRSP,TRSPBigLog,7,0,0
TRSP,TRSPBigLog,7,1,1
TRSP,TRSPBigLog,8,1,1
TRSP,TRSPBigLog,8,0,0
TRSP,TRSPBigLog,8,0,0
TRSP,TRSPBigLog,8,0,0
TRSP,TRSPBigLog,8,3,1
TRSP,TRSPBigLog,8,6,1
TRSP,TRSPBigLog,8,0,0
TRSP,TRSPBigLog,8,0,0
TRSP,TRSPBigLog,8,1,1
TRSP,TRSPCanyonTH,1,7,1
TRSP,TRSPCanyonTH,1,4,1
TRSP,TRSPCanyonTH,1,12,1
TRSP,TRSPCanyonTH,1,8,1
TRSP,TRSPCanyonTH,1,9,1
TRSP,TRSPCanyonTH,1,11,1
TRSP,TRSPCanyonTH,1,5,1
TRSP,TRSPCanyonTH,1,13,1
TRSP,TRSPCanyonTH,1,5,1
TRSP,TRSPCanyonTH,1,10,1
TRSP,TRSPCanyonTH,2,16,1
TRSP,TRSPCanyonTH,2,30,1
TRSP,TRSPCanyonTH,2,19,1
TRSP,TRSPCanyonTH,2,8,1
TRSP,TRSPCanyonTH,2,11,1
TRSP,TRSPCanyonTH,2,5,1
TRSP,TRSPCanyonTH,2,21,1
TRSP,TRSPCanyonTH,2,28,1
TRSP,TRSPCanyonTH,2,18,1
TRSP,TRSPCanyonTH,2,12,1
TRSP,TRSPCanyonTH,3,87,1
TRSP,TRSPCanyonTH,3,91,1
TRSP,TRSPCanyonTH,3,142,1
TRSP,TRSPCanyonTH,3,36,1
TRSP,TRSPCanyonTH,3,42,1
TRSP,TRSPCanyonTH,3,90,1
TRSP,TRSPCanyonTH,4,44,1
TRSP,TRSPCanyonTH,4,28,1
TRSP,TRSPCanyonTH,4,45,1
TRSP,TRSPCanyonTH,4,110,1
TRSP,TRSPCanyonTH,4,20,1
TRSP,TRSPCanyonTH,4,7,1
TRSP,TRSPCanyonTH,5,45,1
TRSP,TRSPCanyonTH,5,30,1
TRSP,TRSPCanyonTH,6,73,1
TRSP,TRSPCanyonTH,6,114,1
TRSP,TRSPCanyonTH,6,120,1
TRSP,TRSPCanyonTH,6,95,1
TRSP,TRSPCanyonTH,6,44,1
TRSP,TRSPCanyonTH,6,85,1
TRSP,TRSPCanyonTH,6,89,1
TRSP,TRSPCanyonTH,6,119,1
TRSP,TRSPCanyonTH,7,46,1
TRSP,TRSPCanyonTH,8,10,1
TRSP,TRSPCanyonTH,8,0,0
TRSP,TRSPHorseTH,1,4,1
TRSP,TRSPHorseTH,1,5,1
TRSP,TRSPHorseTH,1,54,1
TRSP,TRSPHorseTH,1,5,1
TRSP,TRSPHorseTH,1,6,1
TRSP,TRSPHorseTH,1,33,1
TRSP,TRSPHorseTH,1,10,1
TRSP,TRSPHorseTH,1,1,1
TRSP,TRSPHorseTH,1,20,1
TRSP,TRSPHorseTH,1,3,1
TRSP,TRSPHorseTH,2,15,1
TRSP,TRSPHorseTH,2,63,1
TRSP,TRSPHorseTH,2,62,1
TRSP,TRSPHorseTH,2,7,1
TRSP,TRSPHorseTH,2,35,1
TRSP,TRSPHorseTH,2,61,1
TRSP,TRSPHorseTH,2,59,1
TRSP,TRSPHorseTH,2,32,1
TRSP,TRSPHorseTH,2,24,1
TRSP,TRSPHorseTH,2,48,1
TRSP,TRSPHorseTH,3,57,1
TRSP,TRSPHorseTH,3,78,1
TRSP,TRSPHorseTH,3,44,1
TRSP,TRSPHorseTH,3,62,1
TRSP,TRSPHorseTH,3,70,1
TRSP,TRSPHorseTH,3,92,1
TRSP,TRSPHorseTH,4,1,1
TRSP,TRSPHorseTH,4,3,1
TRSP,TRSPHorseTH,4,11,1
TRSP,TRSPHorseTH,4,3,1
TRSP,TRSPHorseTH,5,11,1
TRSP,TRSPHorseTH,5,32,1
TRSP,TRSPHorseTH,5,12,1
TRSP,TRSPHorseTH,5,23,1
TRSP,TRSPHorseTH,5,20,1
TRSP,TRSPHorseTH,8,8,1
TRSP,TRSPHorseTH,8,22,1
TRSP,TRSPHorseTH,8,0,0
TRSP,TRSPHorseTH,9,9,1
TRSP,TRSPInnTH,1,44,1
TRSP,TRSPInnTH,1,8,1
TRSP,TRSPInnTH,1,71,1
TRSP,TRSPInnTH,1,17,1
TRSP,TRSPInnTH,1,49,1
TRSP,TRSPInnTH,1,10,1
TRSP,TRSPInnTH,1,22,1
TRSP,TRSPInnTH,1,69,1
TRSP,TRSPInnTH,1,47,1
TRSP,TRSPInnTH,1,19,1
TRSP,TRSPInnTH,2,24,1
TRSP,TRSPInnTH,2,28,1
TRSP,TRSPInnTH,2,20,1
TRSP,TRSPInnTH,2,147,1
TRSP,TRSPInnTH,2,12,1
TRSP,TRSPInnTH,2,138,1
TRSP,TRSPInnTH,2,46,1
TRSP,TRSPInnTH,2,30,1
TRSP,TRSPInnTH,2,15,1
TRSP,TRSPInnTH,2,145,1
TRSP,TRSPInnTH,3,58,1
TRSP,TRSPInnTH,3,23,1
TRSP,TRSPInnTH,3,29,1
TRSP,TRSPInnTH,4,53,1
TRSP,TRSPInnTH,4,62,1
TRSP,TRSPInnTH,4,49,1
TRSP,TRSPInnTH,4,58,1
TRSP,TRSPInnTH,4,49,1
TRSP,TRSPInnTH,4,61,1
TRSP,TRSPInnTH,4,53,1
TRSP,TRSPInnTH,4,58,1
TRSP,TRSPInnTH,4,52,1
TRSP,TRSPInnTH,4,62,1
TRSP,TRSPInnTH,5,72,1
TRSP,TRSPInnTH,6,13,1
TRSP,TRSPInnTH,6,1,1
TRSP,TRSPInnTH,6,8,1
TRSP,TRSPInnTH,6,12,1
TRSP,TRSPInnTH,6,2,1
TRSP,TRSPInnTH,6,20,1
TRSP,TRSPInnTH,8,43,1
TRSP,TRSPInnTH,8,6,1
TRSP,TRSPInnTH,8,4,1
TRSP,TRSPInnTH,8,13,1
TRSP,TRSPInnTH,8,8,1
TRSP,TRSPInnTH,8,42,1
TRSP,TRSPInnTH,8,21,1
TRSP,TRSPInnTH,8,8,1
TRSP,TRSPInnTH,8,40,1
TRSP,TRSPInnTH,8,2,1
TRSP,TRSPLeftCanyon,1,0,0
TRSP,TRSPLeftCanyon,1,0,0
TRSP,TRSPLeftCanyon,1,0,0
TRSP,TRSPLeftCanyon,1,0,0
TRSP,TRSPLeftCanyon,1,0,0
TRSP,TRSPLeftCanyon,1,0,0
TRSP,TRSPLeftCanyon,1,0,0
TRSP,TRSPLeftCanyon,1,0,0
TRSP,TRSPLeftCanyon,1,0,0
TRSP,TRSPLeftCanyon,1,0,0
TRSP,TRSPLeftCanyon,2,14,1
TRSP,TRSPLeftCanyon,2,0,0
TRSP,TRSPLeftCanyon,2,0,0
TRSP,TRSPLeftCanyon,2,0,0
TRSP,TRSPLeftCanyon,2,0,0
TRSP,TRSPLeftCanyon,2,0,0
TRSP,TRSPLeftCanyon,2,0,0
TRSP,TRSPLeftCanyon,2,0,0
TRSP,TRSPLeftCanyon,2,0,0
TRSP,TRSPLeftCanyon,2,0,0
TRSP,TRSPLeftCanyon,3,0,0
TRSP,TRSPLeftCanyon,3,0,0
TRSP,TRSPLeftCanyon,3,0,0
TRSP,TRSPLeftCanyon,3,0,0
TRSP,TRSPLeftCanyon,3,0,0
TRSP,TRSPLeftCanyon,3,0,0
TRSP,TRSPLeftCanyon,3,0,0
TRSP,TRSPLeftCanyon,3,0,0
TRSP,TRSPLeftCanyon,3,0,0
TRSP,TRSPLeftCanyon,3,0,0
TRSP,TRSPLeftCanyon,4,0,0
TRSP,TRSPLeftCanyon,4,0,0
TRSP,TRSPLeftCanyon,4,0,0
TRSP,TRSPLeftCanyon,4,0,0
TRSP,TRSPLeftCanyon,4,0,0
TRSP,TRSPLeftCanyon,4,0,0
TRSP,TRSPLeftCanyon,4,0,0
TRSP,TRSPLeftCanyon,4,2,1
TRSP,TRSPLeftCanyon,4,0,0
TRSP,TRSPLeftCanyon,4,0,0
TRSP,TRSPLeftCanyon,5,0,0
TRSP,TRSPLeftCanyon,5,0,0
TRSP,TRSPLeftCanyon,5,3,1
TRSP,TRSPLeftCanyon,5,0,0
TRSP,TRSPLeftCanyon,5,5,1
TRSP,TRSPLeftCanyon,5,3,1
TRSP,TRSPLeftCanyon,5,0,0
TRSP,TRSPLeftCanyon,5,0,0
TRSP,TRSPLeftCanyon,5,0,0
TRSP,TRSPLeftCanyon,5,6,1
TRSP,TRSPLeftCanyon,6,0,0
TRSP,TRSPLeftCanyon,6,0,0
TRSP,TRSPLeftCanyon,6,2,1
TRSP,TRSPLeftCanyon,6,5,1
TRSP,TRSPLeftCanyon,6,1,1
TRSP,TRSPLeftCanyon,6,0,0
TRSP,TRSPLeftCanyon,6,10,1
TRSP,TRSPLeftCanyon,6,20,1
TRSP,TRSPLeftCanyon,6,8,1
TRSP,TRSPLeftCanyon,6,0,0
TRSP,TRSPLeftCanyon,7,0,0
TRSP,TRSPLeftCanyon,7,0,0
TRSP,TRSPLeftCanyon,7,8,1
TRSP,TRSPLeftCanyon,7,2,1
TRSP,TRSPLeftCanyon,7,15,1
TRSP,TRSPLeftCanyon,7,1,1
TRSP,TRSPLeftCanyon,7,1,1
TRSP,TRSPLeftCanyon,7,0,0
TRSP,TRSPLeftCanyon,7,7,1
TRSP,TRSPLeftCanyon,8,19,1
TRSP,TRSPLeftCanyon,8,7,1
TRSP,TRSPLeftCanyon,8,11,1
TRSP,TRSPLeftCanyon,8,14,1
TRSP,TRSPLeftCanyon,8,13,1
TRSP,TRSPNatureTH,2,2,1
TRSP,TRSPNatureTH,2,3,1
TRSP,TRSPNatureTH,4,18,1
TRSP,TRSPNatureTH,6,8,1
TRSP,TRSPNatureTH,6,9,1
TRSP,TRSPNatureTH,6,3,1
TRSP,TRSPNatureTH,8,0,0
TRSP,TRSPNatureTH,8,0,0
TRSP,TRSPNatureTH,8,1,1
TRSP,TRSPNatureTH,8,0,0
TRSP,TRSPNatureTH,8,3,1
TRSP,TRSPNatureTH,8,2,1
TRSP,TRSPNatureTH,8,0,0
TRSP,TRSPRightCanyon,1,29,1
TRSP,TRSPRightCanyon,1,25,1
TRSP,TRSPRightCanyon,1,27,1
TRSP,TRSPRightCanyon,1,8,1
TRSP,TRSPRightCanyon,1,22,1
TRSP,TRSPRightCanyon,1,64,1
TRSP,TRSPRightCanyon,1,5,1
TRSP,TRSPRightCanyon,1,67,1
TRSP,TRSPRightCanyon,1,12,1
TRSP,TRSPRightCanyon,1,111,1
TRSP,TRSPRightCanyon,2,1,1
TRSP,TRSPRightCanyon,2,33,1
TRSP,TRSPRightCanyon,2,13,1
TRSP,TRSPRightCanyon,2,18,1
TRSP,TRSPRightCanyon,2,29,1
TRSP,TRSPRightCanyon,2,29,1
TRSP,TRSPRightCanyon,2,23,1
TRSP,TRSPRightCanyon,2,21,1
TRSP,TRSPRightCanyon,2,11,1
TRSP,TRSPRightCanyon,2,19,1
TRSP,TRSPRightCanyon,3,50,1
TRSP,TRSPRightCanyon,3,0,0
TRSP,TRSPRightCanyon,3,31,1
TRSP,TRSPRightCanyon,3,42,1
TRSP,TRSPRightCanyon,3,28,1
TRSP,TRSPRightCanyon,3,45,1
TRSP,TRSPRightCanyon,3,37,1
TRSP,TRSPRightCanyon,3,38,1
TRSP,TRSPRightCanyon,3,45,1
TRSP,TRSPRightCanyon,3,14,1
TRSP,TRSPRightCanyon,4,9,1
TRSP,TRSPRightCanyon,4,5,1
TRSP,TRSPRightCanyon,4,0,0
TRSP,TRSPRightCanyon,4,15,1
TRSP,TRSPRightCanyon,4,13,1
TRSP,TRSPRightCanyon,4,30,1
TRSP,TRSPRightCanyon,4,21,1
TRSP,TRSPRightCanyon,4,31,1
TRSP,TRSPRightCanyon,4,20,1
TRSP,TRSPRightCanyon,4,47,1
TRSP,TRSPRightCanyon,5,53,1
TRSP,TRSPRightCanyon,5,29,1
TRSP,TRSPRightCanyon,5,0,0
TRSP,TRSPRightCanyon,5,28,1
TRSP,TRSPRightCanyon,5,11,1
TRSP,TRSPRightCanyon,5,40,1
TRSP,TRSPRightCanyon,5,32,1
TRSP,TRSPRightCanyon,5,50,1
TRSP,TRSPRightCanyon,5,27,1
TRSP,TRSPRightCanyon,5,12,1
TRSP,TRSPRightCanyon,6,77,1
TRSP,TRSPRightCanyon,6,87,1
TRSP,TRSPRightCanyon,6,36,1
TRSP,TRSPRightCanyon,6,47,1
TRSP,TRSPRightCanyon,6,52,1
TRSP,TRSPRightCanyon,6,40,1
TRSP,TRSPRightCanyon,6,8,1
TRSP,TRSPRightCanyon,6,41,1
TRSP,TRSPRightCanyon,6,58,1
TRSP,TRSPRightCanyon,6,28,1
TRSP,TRSPRightCanyon,7,34,1
TRSP,TRSPRightCanyon,7,18,1
TRSP,TRSPRightCanyon,7,16,1
TRSP,TRSPRightCanyon,7,52,1
TRSP,TRSPRightCanyon,7,37,1
TRSP,TRSPRightCanyon,7,40,1
TRSP,TRSPRightCanyon,7,49,1
TRSP,TRSPRightCanyon,8,40,1
TRSP,TRSPRightCanyon,8,14,1
TRSP,TRSPRightCanyon,8,14,1
TRSP,TRSPRightCanyon,8,21,1
TRSP,TRSPRightCanyon,8,20,1
TRSP,TRSPRightCanyon,9,2,1
TRSP,TRSPRightCanyon,9,66,1
TRSP,TRSPRightCanyon,9,40,1
TRSP,TRSPRightCanyon,9,15,1
TRSP,TRSPRightCanyon,9,37,1
TRSP,TRSPRightCanyon,9,10,1
TRSP,TRSPRightCanyon,9,0,0